date,species,sex,tree_id,orientation,tray_colour,tray_position_id,weight,treatment,with_male,mating_location,eggs,comments
12/04/2023,wm,m,18178,s,s3,b2,na,mated,y,o1c9,NA,NA
12/04/2023,wm,m,18178,s,s3,b3,na,mated,y,o1c10,NA,NA
12/04/2023,wm,m,19864,n,s3,b4,na,mated,y,o1d1,NA,NA
12/04/2023,wm,m,19872,s,s3,b5,na,mated,y,o1d2,NA,NA
12/04/2023,wm,m,21184,n,s3,b6,na,mated,y,o1d3,NA,NA
12/04/2023,wm,m,21184,s,s3,b7,na,mated,y,o1d4,NA,NA
12/04/2023,wm,m,17484,n,s3,b8,na,mated,y,o1e2,NA,NA
12/04/2023,wm,m,17484,n,s3,b9,na,mated,y,o1e3,NA,NA
12/04/2023,wm,m,17484,n,s3,b10,na,mated,y,o1e4,NA,NA
12/04/2023,wm,m,17484,s,s3,c1,na,mated,y,o1e5,NA,NA
12/04/2023,wm,m,17907,s,s3,c2,na,mated,y,o1e6,NA,NA
12/06/2023,wm,m,17307,n,s3,c3,na,mated,y,o1e7,NA,NA
12/06/2023,wm,m,17307,n,s3,c4,na,mated,y,o1e8,NA,NA
12/06/2023,wm,m,17484,n,s3,c5,na,mated,y,o1e9,NA,NA
12/06/2023,wm,m,17115,s,s3,c6,na,mated,y,o1e10,NA,NA
12/06/2023,wm,m,17863,n,s3,c7,na,mated,y,o2a3,NA,NA
12/06/2023,wm,m,17863,n,s3,c8,na,mated,y,o2a4,NA,NA
12/06/2023,wm,m,17863,n,s3,c9,na,mated,y,o2a5,NA,NA
12/06/2023,wm,m,17863,s,s3,c10,na,mated,y,o2a6,NA,NA
12/06/2023,wm,m,17863,s,s3,d1,na,mated,y,o2a7,NA,NA
12/06/2023,wm,m,17863,s,s3,d2,na,mated,y,o2a8,NA,NA
12/06/2023,wm,m,17907,s,s3,d3,na,mated,y,o2a9,NA,NA
12/06/2023,wm,m,16089,n,s3,d4,na,mated,y,o2a10,NA,NA
12/06/2023,wm,m,16091,s,s3,d5,na,mated,y,o2b1,NA,NA
12/06/2023,wm,m,16091,s,s3,d6,na,mated,y,o2b2,NA,NA
12/06/2023,wm,m,16091,s,s3,d7,na,mated,y,o2b3,NA,NA
12/06/2023,wm,m,16091,n,s3,d8,na,mated,y,o2b4,NA,NA
12/06/2023,wm,m,16682,n,s3,d9,na,mated,y,o2b5,NA,NA
12/06/2023,wm,m,14511,s,s3,d10,na,mated,y,o2b8,NA,NA
12/06/2023,wm,m,19864,s,s3,e1,na,mated,y,o2c2,NA,NA
12/06/2023,wm,m,19864,s,s3,e2,na,mated,y,o2c4,NA,NA
12/06/2023,wm,m,19864,s,s3,e3,na,mated,y,o2c5,NA,NA
12/06/2023,wm,m,21184,s,s3,e4,na,mated,y,o2c6,NA,NA
12/06/2023,wm,m,21184,s,s3,e5,na,mated,y,o2c7,NA,NA
12/06/2023,wm,m,21184,n,s3,e6,na,mated,y,o2c8,NA,NA
12/08/2023,wm,m,14510,s,s3,e7,na,mated,y,o2c9,NA,NA
12/08/2023,wm,m,14510,n,s3,e8,na,mated,y,o2c10,NA,NA
12/08/2023,wm,m,14511,s,s3,e9,na,mated,y,o2d1,NA,NA
12/08/2023,wm,m,14511,s,s3,e10,na,mated,y,o2d2,NA,NA
12/08/2023,wm,m,14511,s,s4,a1,na,mated,y,o2d3,NA,NA
12/08/2023,wm,m,16091,s,s4,a2,na,mated,y,o2d6,NA,NA
12/08/2023,wm,m,16682,s,s4,a3,na,mated,y,o2d7,NA,NA
12/08/2023,wm,m,16682,n,s4,a4,na,mated,y,o2d8,NA,NA
12/08/2023,wm,m,17115,s,s4,a5,na,mated,y,o2e1,NA,NA
12/08/2023,wm,m,17484,n,s4,a6,na,mated,y,o2e2,NA,NA
12/08/2023,wm,m,17484,n,s4,a7,na,mated,y,o2e3,NA,NA
12/08/2023,wm,m,17484,n,s4,a8,na,mated,y,o2e4,NA,NA
12/08/2023,wm,m,17863,n,s4,a9,na,mated,y,o2e5,NA,NA
12/08/2023,wm,m,17863,s,s4,a10,na,mated,y,o2e6,NA,NA
12/08/2023,wm,m,17863,s,s4,b1,na,mated,y,o2e7,NA,NA
12/08/2023,wm,m,19864,n,s4,b2,na,mated,y,o2e10,NA,NA
12/08/2023,wm,m,19864,s,s4,b3,na,mated,y,o3a1,NA,NA
12/08/2023,wm,m,19864,s,s4,b4,na,mated,y,o3a2,NA,NA
12/08/2023,wm,m,17307,s,s4,b5,na,mated,y,o3a3,NA,NA
12/08/2023,wm,m,21184,n,s4,b6,na,mated,y,o4a6,NA,NA
18/12/23,wm,m,16091,s,s4,b7,na,mated,y,o4d5,NA,NA
18/12/23,wm,m,16682,s,s4,b8,na,mated,y,o4d6,NA,NA
18/12/23,wm,m,17893,s,s4,b9,na,mated,y,o4d7,NA,NA
18/12/23,wm,m,17028,n,s4,b10,na,mated,y,o4d8,NA,NA
20/12/23,wm,m,14511,s,s4,c1,na,mated,y,o4e2,NA,NA
20/12/23,wm,m,16682,n,s4,c2,na,mated,y,o4e4,NA,NA
20/12/23,wm,m,19864,s,s4,c3,na,mated,y,o4e5,NA,NA
20/12/23,wm,m,19864,s,s4,c4,na,mated,y,o4e6,NA,NA
20/12/23,wm,m,17307,s,s4,c5,na,mated,y,o4e7,NA,NA
20/12/23,wm,m,17321,n,s4,c6,na,mated,y,o4e8,NA,NA
20/12/23,wm,m,17028,s,s4,c7,na,mated,y,o4e9,NA,NA
20/12/23,wm,m,17115,n,s4,c8,na,mated,y,o4e10,NA,NA
20/12/23,wm,m,17484,s,s4,c9,na,mated,y,o5a1,NA,NA
20/12/23,wm,m,17484,s,s4,c10,na,mated,y,o5a2,NA,NA
20/12/23,wm,m,17863,s,s4,d1,na,mated,y,o5a5,NA,NA
20/12/23,wm,m,17863,n,s4,d2,na,mated,y,o5a6,NA,NA
20/12/23,wm,m,17863,n,s4,d3,na,mated,y,o5a7,NA,NA
20/12/23,wm,m,17863,n,s4,d4,na,mated,y,o5a8,NA,NA
22/12/23,wm,m,14511,s,s4,d5,na,mated,y,o5a10,NA,NA
22/12/23,wm,m,16091,s,s4,d6,na,mated,y,o5b1,NA,NA
